"gender"	"ageT1"	"emo_aa_1"	"emo_aa_2"	"emo_aa_3"	"emo_aa_4"	"emo_aa_5"	"neg_abf_1"	"neg_abf_2"	"neg_abf_3"	"neg_abf_4"	"neg_abf_5"
0	12	7	24	24	31	17	1,16666666666667	1	1,33333333333333	1,5	2,33333333333333
1	12	11	23	31	27	27	1,5	1	1	1	1
0	13	13	19	18	10	27	1,5	1	1	1	1
1	12	13	20	35	18	15	1,66666666666667	1,33333333333333	1	1	NA
1	13	13	17	18	18	21	1	1,33333333333333	1,16666666666667	1	1,16666666666667
0	13	14	25	28	31	21	1	1,16666666666667	1,33333333333333	1	1
0	12	14	18	25	26	23	1,16666666666667	1	1,16666666666667	1	1
1	12	14	24	19	19	28	1,83333333333333	1,33333333333333	1,66666666666667	1	1
1	12	15	31	33	27	29	1,16666666666667	1	1	1	1
1	12	15	22	19	20	18	1	1,16666666666667	1,33333333333333	1,16666666666667	1
1	12	15	18	20	20	21	1	1,83333333333333	1,33333333333333	1,16666666666667	1,33333333333333
0	12	15	21	15	30	28	1	1,33333333333333	1,66666666666667	2	1,5
1	12	16	16	17	19	17	1,83333333333333	2,33333333333333	1,83333333333333	2,66666666666667	1,83333333333333
1	12	16	23	25	19	21	2	1,5	1	1	1
1	13	16	14	16	12	12	1	1,33333333333333	1,5	1,66666666666667	1,83333333333333
0	12	16	18	17	19	17	1,83333333333333	1,16666666666667	1,83333333333333	1,33333333333333	1,33333333333333
1	12	16	15	18	20	21	1,16666666666667	1,33333333333333	1	1	1
0	12	16	16	24	26	27	1,66666666666667	1	1	1	1,5
1	12	16	21	16	18	21	1,16666666666667	1,16666666666667	1,33333333333333	1	1
0	12	17	34	32	36	36	1	1,16666666666667	1	1,5	1
0	12	17	20	19	26	29	1,5	1,33333333333333	1	1	1,16666666666667
1	13	18	23	25	34	30	1,16666666666667	1	1,16666666666667	1	1
0	12	18	28	21	27	26	NA	1	1,16666666666667	1,16666666666667	1
1	12	18	17	23	19	16	NA	1	1	1,16666666666667	1
1	13	18	19	21	16	24	1,5	1,5	1	1	1,33333333333333
0	11	18	17	24	24	27	1	1	1	1	1
0	12	18	21	24	20	24	1	1,16666666666667	2,16666666666667	2	2,33333333333333
1	12	18	21	17	21	22	2,16666666666667	1,83333333333333	1,16666666666667	1	1
1	13	18	21	22	31	33	1	1	1	1	1
1	13	19	20	20	24	21	1	1,16666666666667	1	1	1,5
1	12	19	25	27	25	25	1,5	1	1,16666666666667	1	1
0	13	19	23	25	27	21	1	1	1	1	1
1	13	19	21	14	21	18	1	1,16666666666667	1,16666666666667	1	1,16666666666667
1	12	19	21	16	19	21	1,33333333333333	2	1,16666666666667	1	1
0	12	19	23	19	28	30	1,66666666666667	1,66666666666667	1,33333333333333	1	1
0	12	19,34722846843	27	23	22	25	1,5	1,16666666666667	1,33333333333333	1,5	1,5
1	12	19,9853506215454	32	30	27	32	1	1	1,16666666666667	1	1
0	12	20	21	25	24	16	1	1	1	1	1
0	12	20	16	12	17	18	1,66666666666667	1,33333333333333	1	1	1
1	12	20	23	21	25	24	1,83333333333333	2	3,5	1,16666666666667	1,5
0	12	20	21	28	28	22	1,5	1	1	1	1,16666666666667
0	12	20	27	21	23	22	1	1	1,5	1,5	1,16666666666667
0	13	20	31	25	25	22	1	1,16666666666667	1	1,16666666666667	1
1	12	20	25	27	23	29	1	1	1,33333333333333	1,33333333333333	1,33333333333333
0	12	20,9791949132557	31	29	32	28	1	1	1	1	1
0	13	21	21	28	25	27	2,66666666666667	1	2	1	1,5
0	13	21	27	24	19	23	1,83333333333333	1	1,83333333333333	2,16666666666667	1,33333333333333
1	13	21	18	17	20	17	1,5	1,83333333333333	2	1,83333333333333	2,66666666666667
1	13	21	23	18	22	23	1	1	1	1	1
1	13	21	16	27	NA	23	1	NA	1	1	1,33333333333333
0	13	21	23	27	28	30	1	1,66666666666667	1	1	1
1	12	21	17	22	24	22	1	1,16666666666667	1	1	1
1	12	21	17	16	20	18	1	1	1,33333333333333	1,16666666666667	1,5
0	13	21	23	23	25	29	0,998645223387711	1	1,16666666666667	2	1
0	12	21	17	23	24	26	2,16666666666667	1,66666666666667	2,16666666666667	1,5	2
1	12	21	10	22	18	14	2	1,66666666666667	2	1,83333333333333	1,5
0	12	21,2470947140391	21	25	34	26	1,16666666666667	1	1	1	1
1	12	21,9032358428513	NA	24	25	25	1,5	NA	2,16666666666667	1	1,33333333333333
0	12	22	25	24	21	27	3,5	1,83333333333333	2,16666666666667	1,33333333333333	1
1	12	22	20	22	20	23	1	1,33333333333333	1,16666666666667	1,16666666666667	1
0	12	22	15	22	21	23	1	1	1,16666666666667	1,33333333333333	1
1	13	22	16	21	21	26	1	1	1,33333333333333	1,5	2,5
1	12	22	26	16	25	31	1,16666666666667	1	1	1,33333333333333	1
0	12	22	19	21	21	18	1	1,5	1	1	2
1	12	22	23	30	32	26	1,33333333333333	1,16666666666667	1	1	1
1	12	22	26	27	22	26	1,16666666666667	1,03984389497572	1	1	1
1	12	22	16	18	17	19	1,16666666666667	1	1	1	1
0	12	22	20	18	21	24	1,33333333333333	1,16666666666667	1,83333333333333	1	1
1	13	22	NA	24	20	23	1,16666666666667	1,33333333333333	1,16666666666667	1,33333333333333	1
1	12	22	20	18	21	17	1	1,5	1,33333333333333	1,66666666666667	1
0	13	22	28	28	21	24	1	1	1	1	1,33333333333333
0	12	22,1548958997953	21	20	28	29	1,66666666666667	1,33333333333333	1,16666666666667	1,83333333333333	1,83333333333333
0	13	22,2584743051661	34	36	36	32	1	1	1	NA	1,16666666666667
1	12	23	30	22	27	25	1	1	1	1,16666666666667	1
1	12	23	24	25	27	22	1	3,5	3,16666666666667	2,83333333333333	2
0	12	23	28	27	23	26	1,83333333333333	2	1	1,66666666666667	1,16666666666667
0	12	23	NA	25	25	24	1,16666666666667	NA	2,66666666666667	1,33333333333333	1
0	13	23	24,6468977135948	26	21	30	NA	1,83333333333333	1,99601543223975	2	1,16666666666667
0	13	23	29	25	23	30	1	1	1,66666666666667	1,83333333333333	1,33333333333333
1	13	23	21	24	24	23	1,33333333333333	1,16666666666667	1	2	1,66666666666667
1	12	23	24	17	21	23	1	1,83333333333333	1,16666666666667	1	1
1	12	23	20	25	23	20	1	1	1	1	1
1	12	23	30	25	32	28	1	1,16666666666667	1,16666666666667	1	1
1	11	23	29	24	24	28	1	1	1	1	1
1	12	23	24	23	36	25	1	1,5	1,66666666666667	1,16666666666667	1,16666666666667
0	12	23	26	22	23	29	1	1	1,66666666666667	1,16666666666667	1
1	12	23	24	22	21	24	1,66666666666667	1,5	1	1	1
0	12	23	24	29	23	23	1	1	1	1	1
0	13	23,0653879744603	28	20	19	24	1	1	1,16666666666667	1	1
0	12	23,9372936137043	28	28	25	25	1	1	1,83333333333333	1,16666666666667	1,16666666666667
1	12	24	32	23	21	20	1	1	2	1	1
1	12	24	25	28	27	33	2	1,16666666666667	1,16666666666667	1	1,16666666666667
1	13	24	28	23	28	27	1	1	1,33333333333333	1,16666666666667	1
1	12	24	30	21	23	23	1	1	1	1	1
1	13	24	24	31	21	29	1,33333333333333	1,66666666666667	1,16666666666667	1,16666666666667	1
1	12	24	18	16	16	17	1	1,16666666666667	1,66666666666667	1,16666666666667	1
1	12	24	27	26	28	32	1	1,16666666666667	1	1	1
1	12	24	NA	32	23	30	1	NA	1	1,16666666666667	1
0	13	24	27	26	30	26,0215463189147	1,5	1,66666666666667	1,66666666666667	2	1
0	12	24	23	26	30	25	NA	1,16666666666667	1	1	1
1	12	24	32	31	28	25	1	1	1,16666666666667	1	1
1	12	24	NA	26	26	NA	1,16666666666667	NA	1	1	NA
1	12	24	25	23	26	21	1	1,16666666666667	1	1	1,83333333333333
0	13	24	28	29	24	24	1,33333333333333	1,66666666666667	1,83333333333333	1	1
0	13	24	24	31	28	28	1,0153347874988	1	1	1,16666666666667	1,5
0	13	24	33	35	26	30	1,16666666666667	2	1	1	1
1	12	24	21	22	20	18	1	NA	1	1	1
0	12	24	28	27	25	29	1,16666666666667	NA	NA	NA	1,16666666666667
1	13	24	24	26	22	21	1,5	2	1,16666666666667	1	1
0	12	24	23	18	20	23	1	1,16666666666667	1,66666666666667	1	1
1	12	24	30	36	28	25	1	1,16666666666667	1	1	1
1	12	24	19	22	21	19	1	1	1	1	1
1	12	24	23	28	30	30	1	1	1	1	1
1	12	24	19	17	20	21	1,83333333333333	1,66666666666667	2,16666666666667	1	1
0	13	24	17	19	19	19	2,34176746036036	2	1,66666666666667	2	2
1	12	24	25	33	29	15	1	1	2,16666666666667	1	1
0	12	24	26	25	26	26	1,5	1	1,16666666666667	1	1
1	12	24	NA	36	24	22	1	NA	1	1	1
1	12	24,0468573095436	24	25	27	24	1	1	1	1,66666666666667	1
1	13	24,4029111577259	20	16	17	19	1	1	1,83333333333333	1	1
1	12	24,6559060963933	23	24	23	24	1,66666666666667	1	2	1,83333333333333	1,66666666666667
1	12	24,9333989849223	20	36	20	18	1	1,5	1	1,16666666666667	1,33333333333333
0	13	25	25	21	25	20	1,33333333333333	1	1	2,16666666666667	1
1	12	25	26	35	34	27	1	1	1	1,16666666666667	1
1	12	25	22	29	29	26	1	3	1,16666666666667	1,83333333333333	1,16666666666667
0	12	25	30	28	26	30	1	1	1,16666666666667	2	1,5
0	12	25	32	27	23	25	1,16666666666667	1	1	1	1
1	12	25	22	20	27	35	2,33333333333333	1,66666666666667	1	1	1
0	12	25	28	23	25	25	1,66666666666667	2,16666666666667	2	2,16666666666667	2,16666666666667
1	12	25	23	20	20	NA	1,16666666666667	1	1	1,16666666666667	NA
0	13	25	27	23	27	30	1	1,5	1,33333333333333	1,5	1,83333333333333
0	12	25	25	23	25	28	1,33333333333333	1,16666666666667	2,83333333333333	1	1
1	12	25	19	26	22	26	1	1,83333333333333	1	1	1
0	13	25	22	28	31	33	1	1	1	1	1
1	12	25	21	18	22	20	1,02749762681302	1	1,33333333333333	1	1,5
0	13	25	25	22	26	27	1,16666666666667	1	1	1	1
0	12	25	29	31	28	29	1	1,33333333333333	1	1	1
1	12	25	26	23	25	24	1,16666666666667	1,16666666666667	1,83333333333333	1,5	1,83333333333333
1	13	25	21	22	24	24	1	1	1	1	1,5
1	12	25	26	19	25	28	1	1,16666666666667	1	1	1,33333333333333
0	13	25	31	27	29	32	1,16666666666667	1	1	1	1
0	13	25	22	22	29	25	1	1,5	1	1	1
1	13	25	31	29	28	28	1	1	1	1	1
0	13	25	27	25	25	27	1,33333333333333	1	1	1	0,994991603981349
0	14	25,0840589439653	27	26	24	23	2	1,66666666666667	2	1,33333333333333	2,5
0	12	25,0840589439653	36	27	28	29	1,66666666666667	2,16666666666667	1,66666666666667	1,33333333333333	1,66666666666667
1	13	25,0840589439653	22	25	24	26	1,5	1,16666666666667	2	1	1
1	13	25,0840589439653	22	22	20	21	1	1	1,16666666666667	1,33333333333333	1,66666666666667
0	13	25,0840589439653	32	27	24	30	1,16666666666667	1,16666666666667	1	1	1
0	13	25,0840589439653	25	22	24	27	1,83333333333333	2	2	1,5	2,16666666666667
1	13	25,0840589439653	29	30	31	33	1,16666666666667	1,5	1	1	1,33333333333333
0	12	25,0840589439653	NA	26	NA	26	1	NA	1	NA	1,66666666666667
0	12	25,0840589439653	22	28	32	30	1,33333333333333	1,5	1,5	1	1
1	12	25,0840589439653	25	16,4246398789011	24	23	1	2,83333333333333	1	1,33333333333333	1,33333333333333
0	12	25,0840589439653	27	32	26	26	1,83333333333333	2	1,33333333333333	1,66666666666667	1,66666666666667
0	12	25,0840589439653	22	32	30	26	1,16666666666667	1,5	1	1	1
0	12	25,0840589439653	27	24	23	24	1	1	1	1	1
1	12	25,0840589439653	21	18	21	20	1,33333333333333	1,83333333333333	1,66666666666667	1,16666666666667	2,33333333333333
0	13	25,0840589439653	27	25	24	22	1	1,5	1,5	2,16666666666667	1
1	12	25,0840589439653	14	17	23	18	1,33333333333333	1,83333333333333	2,16666666666667	1	1
0	12	25,0840589439653	25	24	24	20	1,5	1,66666666666667	1	1,5	1,33333333333333
0	12	25,0840589439653	30	25	21	30	1	1,16666666666667	1	1	1
0	12	25,0840589439653	23	24	24	22	1	1	1	2	1
0	13	25,0840589439653	23	18	20	23	1,16666666666667	1	1	2	1
0	12	25,0840589439653	31	30	27	27	1	1	1	1	1,16666666666667
1	12	25,0840589439653	19	22	17	16	1	1,16666666666667	1,33333333333333	1	1,16666666666667
1	13	25,0840589439653	28	23	17	24	1,16666666666667	1,16666666666667	1,83333333333333	1	1,16666666666667
0	13	25,0840589439653	28	25	29	29	1	1,16666666666667	1	1	1
0	13	25,0840589439653	18	27	20	17	1,33333333333333	1	1,83333333333333	1,66666666666667	1,16666666666667
0	13	25,0840589439653	21	30	19	18	1	2,16666666666667	1,16666666666667	3,33333333333333	1,33333333333333
0	12	25,0840589439653	29	21	24	29	1	1,16666666666667	1,5	1,16666666666667	1
1	12	25,0840589439653	23	23	26	25	1,16666666666667	1,5	2	1,16666666666667	1,16666666666667
1	12	25,0840589439653	NA	28	31	32	1,33333333333333	NA	1	1	1
0	14	25,0840589439653	30	32	30	36	1,83333333333333	1,33333333333333	1,16666666666667	1	1
0	12	25,0840589439653	27	28	22	23	2	1,83333333333333	1,83333333333333	2	1,83333333333333
0	12	25,0840589439653	24	27	32	31	1	1,16666666666667	1	1	1,33333333333333
0	13	25,0840589439653	20	25	26	21,8140088095732	1,20316639056737	3	NA	1	1,33333333333333
1	11	25,0840589439653	26	21	25	23	2,33333333333333	1,66666666666667	1	1	1
0	12	25,0840589439653	30	24	27	33	1	1	1	1	1
1	12	25,0840589439653	30	22	27	26	1,33333333333333	1	1	1,33333333333333	1
0	13	25,0840589439653	21	24	22	26	1,33333333333333	NA	1	1	1
1	12	25,0840589439653	22	20	19	20	1	1	1	1	1
1	13	25,0840589439653	19	17	20	21	1	1,5	1,66666666666667	1	1
0	12	25,0840589439653	32	23	19	17	1	1	1	1,16666666666667	1
1	12	25,0840589439653	25	23	25	25	1	1,33333333333333	1	1	1
1	12	25,0840589439653	21	30	30	31	1	1	1,5	1	1
1	12	25,0840589439653	19	29	20	20	1	1	1	1	1
1	13	25,0840589439653	22	23	21	23	1,66666666666667	1,16666666666667	1,16666666666667	1	1,5
0	12	25,0840589439653	17	13	18	20	1	1,33333333333333	1	1,16666666666667	1,33333333333333
0	12	25,0840589439653	28	29	30	27	1,33333333333333	1,16666666666667	1,33333333333333	1	1,16666666666667
0	12	25,0840589439653	27	30	26	30	1	1	1,33333333333333	1,5	2
1	12	25,0840589439653	24	24	32	31	1,16666666666667	1,5	1,5	1	1
0	12	25,0840589439653	31	32	31	19	NA	1,5	1,16666666666667	1	1
0	12	25,0840589439653	27	17	22	19	1,33333333333333	1,16666666666667	1,33333333333333	1,16666666666667	1,16666666666667
0	13	25,0840589439653	29	26	26	21	1,16666666666667	2	1,5	2,33333333333333	1
0	13	25,0840589439653	17	19	23	22	2,66666666666667	1,33333333333333	1,33333333333333	1,83333333333333	1,83333333333333
1	13	25,0840589439653	22	16	24	23	2,33333333333333	2,16666666666667	1,66666666666667	1	1
1	13	25,0840589439653	19	25	29	20	1,83333333333333	NA	1,33333333333333	1,66666666666667	1,16666666666667
0	12	25,0840589439653	NA	17	22	29	1	NA	1,16666666666667	1,33333333333333	1,33333333333333
1	12	25,7108668541501	25	23	24	24	1,16666666666667	1	1,16666666666667	1	1
0	12	25,9206342337278	26	16	15	22	1,16666666666667	1	1	1	1
0	12	26	22	33	30	34	1	1,33333333333333	1,16666666666667	1,33333333333333	1
1	12	26	22	25	25	18	1,66666666666667	1	1	1	NA
1	12	26	22	19	26	25	1,5	1,16666666666667	1,83333333333333	1,16666666666667	1,16666666666667
1	12	26	23	23	18	22	1	1,16666666666667	1	1	1
1	12	26	28	32	32	29	1	1	1	1	1,16666666666667
1	12	26	20,5902174799165	24	23	24	1	1	1	1	1
1	13	26	16	15	15	16	1	1,66666666666667	1,16666666666667	1,33333333333333	1
0	12	26	27	27	31	30	2,16666666666667	2,16666666666667	1,66666666666667	1,5	1
0	12	26	25	23	22	25	1,16666666666667	1	1,16666666666667	1,16666666666667	1
0	12	26	33	28	33	36	1	1,16666666666667	1	1,16666666666667	1,33333333333333
0	12	26	28	25	26	26	1	2	1,83333333333333	1	1
0	13	26	24	30	26	24	1,33333333333333	1,16666666666667	1,33333333333333	1,83333333333333	1,33333333333333
0	12	26	30	26	27	19	1	1	1	1	1,16666666666667
1	13	26	28	25	29	28	1	1	1,16666666666667	1	1
0	12	26	28	23	31	26	1,66666666666667	2	1	1	1,33333333333333
1	12	26,1723853349729	32	32	30	31	1	1,16666666666667	1,33333333333333	1	1
1	13	26,415104933762	26	29	25	32	1	1,16666666666667	1,16666666666667	1,33333333333333	1
1	12	27	22	21	21	21	1	1,83333333333333	1,83333333333333	1	1
1	12	27	22	21	16	20	NA	2,5	1,83333333333333	2,83333333333333	1,33333333333333
1	12	27	26	27	29	30	1	1	1,16666666666667	1	1
1	12	27	29	23	20	21	2	1	1	1	1
1	12	27	29	29	26	25	2	1,66666666666667	1,16666666666667	1,16666666666667	1,16666666666667
1	13	27	24	24	23	21	1,16666666666667	2	2,66666666666667	1,66666666666667	2,33333333333333
1	14	27	18	17	22	18	1	NA	1	1	1
0	12	27	24	30	29	27	1	1	1,5	1	1
0	12	27	27	27	28	30	1,33333333333333	2	1,66666666666667	1,5	1
0	12	27	28	26	23	32	1,83333333333333	2	1,33333333333333	1	1,16666666666667
1	12	27	21	22	21	19	1,33333333333333	1,83333333333333	1,5	1	1,66666666666667
0	12	27	26	28	29	26	1	1,33333333333333	1,33333333333333	NA	2,66666666666667
0	13	27	24	25	24	33	1	1	1	1	1
1	12	27	31	25	34	31	1	1	1	1	1
0	12	27	31	27	30	34	1	1	1	1	1
1	12	27	26	26	25	24	1	1,33333333333333	1,83333333333333	2	1,16666666666667
0	12	27	27	34	29	28	1	1	1	1,16666666666667	1
0	12	27	18	24	23	24	1,84648983694851	2	1,66666666666667	1,83333333333333	1
1	13	27	21	22	22	24	1,33333333333333	3,16666666666667	1,33333333333333	1	1
1	12	27	27	30	33	30	1	1	1	1	1
1	13	27	23	27	25	21	1	1	1	1,16666666666667	1,83333333333333
1	12	27	23	24	26	20	1,83333333333333	2	1	1	1,16666666666667
0	12	27	28	26	21	27	1	1	1,33333333333333	1	1
0	12	27,0393147961819	NA	21	16	17,2489085944247	1,16666666666667	NA	1	2,16666666666667	1
1	13	28	30	30	26	28	1	1,16666666666667	1,16666666666667	1	1
1	12	28	32	29	27	30	NA	1,66666666666667	1,33333333333333	1	1,16666666666667
1	13	28	25	23	26	27	NA	1,5	1	1,16666666666667	1
0	12	28	31	32	30	33	1,33333333333333	1	1	1	1
0	12	28	24	22	18	22	NA	1	1	1,16666666666667	1
0	13	28	35	34	34	31	1	1	1	1	1,16666666666667
1	13	28	22	23	27	25	1,19208213864446	1	1	1	1,16666666666667
0	12	28	25	22	22	25	1,16666666666667	1,66666666666667	1,83333333333333	2	1,83333333333333
1	13	28	27	24	26	25	1	1	1	1	1
1	12	28	26	27	30	28	1	1	1	1,5	1
1	12	28	28	26	30	30	1	1	1	1	1
1	12	28	18	17	18	22	1	1	1,33333333333333	1,16666666666667	1
0	12	28	31	29	21	31	1,5	1	1	1	1
0	12	28	29	24	26	29	1	1	1	1,16666666666667	1,83333333333333
1	12	28	24	26	23	23	1,83333333333333	1,33333333333333	1	1,66666666666667	1,16666666666667
1	12	28	24	22	27	23	1,16666666666667	1,16666666666667	1,33333333333333	1,33333333333333	1,33333333333333
1	11	28	17	28	32	26	1	1	1	1,16666666666667	1
1	12	28	27	24	26	26	1,16666666666667	1	NA	1	1
1	12	28	23	22	22	18	NA	1	1	1	1,33333333333333
0	12	28	27	31	29	28	1	1	1	1	1
1	12	28	28	32	32	29	1,16666666666667	2	1	1	1,5
1	12	28	30	27	29	30	1	1	1	2	2,33333333333333
1	12	28,7412299206699	24	20	25	25	1,5	1	2	1,66666666666667	1
0	12	28,8441767623492	31	32	30	31	1,33333333333333	1,33333333333333	1	1	1
0	11	28,8694396440527	26	25	29	25	1	1	1,83333333333333	1	1
0	13	29	22	25	27	28	1	2	1,16666666666667	1,16666666666667	1,33333333333333
0	11	29	22	29	27	28	1,5	1,33333333333333	1,16666666666667	1	1,5
1	12	29	28	28	22	25	1,16666666666667	1	1	1,16666666666667	1,16666666666667
1	12	29	NA	31	26	28	1	NA	1	1	1
0	13	29	24	36	26	36	1,5	1	1	1	1
0	13	29	29	28	27	21	1,33333333333333	1	1	1,16666666666667	1,16666666666667
0	13	29	22	24	23	25	2,33333333333333	1	1	1,16666666666667	1,5
0	13	29	31	36	32	27,7647544127005	1,16666666666667	1	1,5	1,16666666666667	1,83333333333333
1	12	29	24	25	25	27	1	1	1	1,16666666666667	1
0	12	29	29	32	32	32	1	1	1	1	1
1	11	29	24	20	30	29	1	1	1,5	1,83333333333333	1,5
1	12	29	28	31	31	30	2	1,83333333333333	1	1	1
0	13	30	30	33	31	29	1,5	1,66666666666667	1,33333333333333	1	1
0	12	30	32	28	25	20	1	1,33333333333333	1	1,33333333333333	2
0	12	30	28	25	21	32	1	1	1,5	1,5	1
0	13	30	26	28	34	33	1,16666666666667	1,66666666666667	1,16666666666667	1	1
0	13	30	27	32	24	27	1	1	1,16666666666667	1	1
1	12	30	NA	23	25	22	1,5	NA	1	1,16666666666667	1
0	12	30	34	26	23	25	1,83333333333333	1	1	2	2,33333333333333
0	13	30	23	24	25	19	2	2	2,5	2,16666666666667	1,66666666666667
0	13	30	31	29	32	35	1	1	1,16666666666667	1,33333333333333	1
0	13	30	19	19	23	28	1,5	1,16666666666667	1	1,16666666666667	1
0	12	30,3132105447906	26	31	32	32	1	NA	1	1	1
1	12	31	23	14	17	15	1	1	1,66666666666667	1	1
1	12	31	29	26	28	31	1	1,33333333333333	2	1,5	1,16666666666667
1	12	31	32	31	25	29	1,5	1,5	2,5	1,83333333333333	1
0	12	31	30	29	27	30	1,16666666666667	1	1	1	1
1	12	31	29	31	28	23	1	2	1	1,16666666666667	1
1	12	31	28	27	25	21	1	1	1	1	1
0	12	31	23	33	28	28	1	1,33333333333333	1	1,16666666666667	1
0	13	31	28	26	23	27	1,16666666666667	2	1	1	1
0	12	31	29	30	31	31	1	1	1,16666666666667	1	1
0	13	31	31	32	29	27	1	1,16666666666667	1	1,33333333333333	1,33333333333333
1	12	31,0428793987612	28	37	20	23	1	1	1	1	1
0	13	32	30	32	35	28	1	1	1	1	1
1	12	32	27	26	31	27	1	1	1	1	1
1	12	32	22	18	23	22	1,83333333333333	1,66666666666667	1,66666666666667	1,83333333333333	1,5
1	12	32	23	23	19	33	1	1	1,33333333333333	1	1,16666666666667
1	12	32,9078633388958	26	26	28	27	1,33333333333333	2,16666666666667	1,33333333333333	1,16666666666667	1
1	12	33	25	27	28	23	1	2,16666666666667	2	2,5	2,66666666666667
0	12	33	30	27	28	27	1,5	2,33333333333333	2	2	2
0	13	33	31	31	31	27	1,16666666666667	1	1	1	1
1	12	33	28	32	26	26	1	1	0,959597862369206	1	1
1	12	33	32	29	29	31	1	1,5	1,33333333333333	1	1
0	12	33	22	26	30	23	1	2	1	1,33333333333333	1
0	12	33	36	35	35	35	2	1	1,5	1,16666666666667	1,16666666666667
1	12	33,0367220369534	27	24	21	25	1,16666666666667	1,57451969450739	2,5	1,5	1,66666666666667
0	12	33,1235392567589	23	33	28	35	1	1	1	1	1,16666666666667
1	13	34	23	23	23	21	1	1,5	1	1	1
0	12	34	31	36	32	33	2	2	1	1	1,16666666666667
1	12	34	35	34	32	35	1	1	1	1,16666666666667	1
0	13	34	29	30	25	30	1,16666666666667	1,5	1	2,66666666666667	1
0	13	34,8102750026662	32	31	28	34	1	1	2,66666666666667	1	1
1	13	35	27	23	28	33	1	1	NA	1	1
1	12	35	22,2184803631548	25	25	24	1	1	1	1	1
0	13	36	28	29	29	31	1,83333333333333	1,33333333333333	1,5	1	1
1	12	36	33	22	31	17	1	1	1	1	1
0	13	36	34	27	16	25	1,66666666666667	1,16666666666667	2	2,66666666666667	1,66666666666667
1	13	36	35	31	28	34	1,66666666666667	1,33333333333333	1	1,16666666666667	2
0	12	36	21	26	23	32	1,66666666666667	1,16666666666667	1,16666666666667	1	1
